time	distance_tree33615000	distance_tree30420000	distance_tree36495000	distance_tree29970000	distance_tree18990000	distance_tree11745000	distance_tree9945000	distance_tree25425000	distance_tree40410000	distance_tree13185000	distance_tree43335000	distance_tree24300000	distance_tree27405000	distance_tree14400000	distance_tree22275000	distance_tree43695000	distance_tree21960000	distance_tree18315000	distance_tree38700000	distance_tree17910000	distance_tree18225000	distance_tree40230000	distance_tree30645000	distance_tree25785000	distance_tree4995000	distance_tree44190000	distance_tree22860000	distance_tree32220000	distance_tree36630000	distance_tree1845000	distance_tree28980000	distance_tree4680000	distance_tree2925000	distance_tree33300000	distance_tree12240000	distance_tree13500000	distance_tree29115000	distance_tree14625000	distance_tree36810000	distance_tree10800000	distance_tree8595000	distance_tree18540000	distance_tree14040000	distance_tree20115000	distance_tree30690000	distance_tree29520000	distance_tree31725000	distance_tree12330000	distance_tree29385000	distance_tree12780000	distance_tree19935000	distance_tree4230000	distance_tree41445000	distance_tree24750000	distance_tree5310000	distance_tree17685000	distance_tree2790000	distance_tree34515000	distance_tree19755000	distance_tree40770000	distance_tree35055000	distance_tree20565000	distance_tree7560000	distance_tree31545000	distance_tree34560000	distance_tree43515000	distance_tree43965000	distance_tree42345000	distance_tree11160000	distance_tree27495000	distance_tree3735000	distance_tree5445000	distance_tree35370000	distance_tree7020000	distance_tree42390000	distance_tree90000	distance_tree32130000	distance_tree17145000	distance_tree24210000	distance_tree10890000	distance_tree1215000	distance_tree8775000	distance_tree2025000	distance_tree10170000	distance_tree29745000	distance_tree15030000	distance_tree14715000	distance_tree6030000	distance_tree16155000	distance_tree27720000	distance_tree15075000	distance_tree43875000	distance_tree7335000	distance_tree1395000	distance_tree42525000	distance_tree30510000	distance_tree18090000	distance_tree3060000	distance_tree9225000	distance_tree19080000
2002.90654591665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003.11600100543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0029830236827	0	0	0	17.7179537080585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003.32545609421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0000647251031	0	0	0	35.9055962076561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80063198905707	0	0	0	0	0
2003.53491118299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9912345932703	0	0	0	54.1106038817684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3064818782583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5875162270169	0	0	0	0	0
2003.74436627176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9764821079133	0	0	0	72.3329228905492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0163350943325	0	0	0	0	0	0	0	0	0	7.3544034684521	0	0	0	0	0	0	5.38699186985199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3777384669002	0	0	0	32.7777348291561	0
2003.95382136054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9557967361021	0	0	0	90.572499483215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7341671299339	0	0	0	0	0	0	0	0	0	54.3236564867789	0	0	0	5.63145167284666	0	0	15.7753638817699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.1712922435132	0	0	0	65.9695982087574	0
2004.16327644932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5779313210194	0	38.4201207136266	0	0	0	0	0	59.929167934516	0	0	0	108.829279998335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.4599592537889	0	0	0	0	0	0	0	0	0	101.407952068876	0	0	0	16.208452094062	0	0	26.1693898217866	12.1190010174255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5384258475489	0	0	0	0	0	0	55.9681710961732	0	0	0	99.1446785702363	0
2004.3727315381	0	0	35.8570189982021	0	0	0	0	0	0	0	0	12.4242747588958	27.5110045972453	0	0	0	0	0	0	0	29.9452433260301	0	79.3298111068278	0	0	0	0	0	69.8965851476448	0	0	0	127.103210863623	0	0	0	0	0	0	0	0	16.8190607433403	0	0	0	19.2422772581879	0	0	7.36473611353425	0	0	0	0	0	68.1936927552239	0	0	0	0	0	0	0	0	0	148.6063858183	0	0	0	26.7889200218355	0	0	36.5690594093706	48.4438676353517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.5337515070434	0	13.9596521311672	0	0	0	0	68.7683685665805	0	0	0	132.302890354239	0
2004.58218662688	0	0	164.723878029767	0	0	0	0	0	18.0908402356587	0	0	25.7948507765342	56.8483822531304	0	0	0	0	0	0	0	46.3229713470692	0	120.136067125352	0	0	0	0	0	79.8580378085892	0	0	0	145.39423859612	0	0	0	0	0	0	0	0	45.9088620757596	0	0	0	69.0637368790515	0	0	22.4362181558532	0	0	0	0	0	81.9353489441261	0	0	0	0	0	0	0	0	0	195.918057014739	0	0	0	37.3728496526233	0	0	46.9743623748841	84.6783248543433	0.194359335715159	0	0	0	24.8146771855477	0	0	0	0	0	0	0	0	0	44.5273220339686	0	40.850714623527	0	0	0	0	81.5718781987626	0	65.949853961214	0	165.444147916846	0
2004.79164171566	0	0	180.311877234208	0.759046189285412	0	3.36007878182003	0	0	40.7926829719565	3.66242627448346	0	31.1766970448676	86.2237884852619	0	0	0	0	0	0	0	62.7110873767684	0	160.838122895899	0	0	0	61.3579906352419	0	89.8135153393851	0	31.5526556312915	0	163.702309802052	0	0	0	0	0	0	0	71.0097003492179	74.9659599736413	0	0	0	118.739518402739	0	0	37.5047724648118	0	0	11.6273201309632	0	0	95.6849091512396	0	0	0	0	0	0	0	0	0	243.342068617802	0	0	0	47.9602351862451	0	0	57.3852884587441	120.821754619652	51.5161455143209	0	0	0	55.7711698344309	0	0	0	0	0	0	0	3.73654175236654	0	60.5191330530052	0	67.6941553090553	0	0	0	0	94.3786935399854	0	100.68074511768	0	198.568365528395	0
